raw_event,sample_count,phase,anchor,seconds_from_anchor
"Day 141",2933,ON_TREATMENT,BASELINE,12182400
"Visit 9 Week 144",2931,ON_TREATMENT,BASELINE,87091200
"C2D1 Cabo",2929,ON_TREATMENT,CYCLE_2,0
"W17",2927,ON_TREATMENT,BASELINE,10281600
"Discharge Day",2924,,,
"WEEK48",2921,ON_TREATMENT,BASELINE,29030400
"Unscheduled Visit",2909,UNSCHEDULED,,
"Week 41",2907,ON_TREATMENT,BASELINE,24796800
"Visit 10 Week 168",2896,ON_TREATMENT,BASELINE,101606400
"Week 8 Visit 5",2857,ON_TREATMENT,BASELINE,4838400
"Week 64 Day 449 End of Study",2856,END_OF_TREATMENT,,
"C3",2854,ON_TREATMENT,CYCLE_3,0
"Visit 6 Week 36",2854,ON_TREATMENT,BASELINE,21772800
"Exacerbation",2853,,,
"Week 60",2852,ON_TREATMENT,BASELINE,36288000
"Week 16 Day 112",2851,ON_TREATMENT,BASELINE,9676800
"Q8W Week 25",2843,ON_TREATMENT,BASELINE,15120000
"Cycle 17 Day 1",2843,ON_TREATMENT,CYCLE_17,0
"120DAYS",2837,,,
"Month 8",2816,ON_TREATMENT,BASELINE,20736000
"D22",2810,ON_TREATMENT,BASELINE,1900800
"Neoadjuvant Cycle 4 Day 1",2809,ON_TREATMENT,CYCLE_4,0
"W232",2808,ON_TREATMENT,BASELINE,140313600
"1",2800,,,
"W69SC",2782,ON_TREATMENT,BASELINE,41731200
"W69",2781,ON_TREATMENT,BASELINE,41731200
"DAY336",2777,ON_TREATMENT,BASELINE,29030400
"C1D16",2772,ON_TREATMENT,CYCLE_1,1296000
"V14C5W96",2766,ON_TREATMENT,BASELINE,58060800
"Screening Baseline",2752,SCREENING,SCREENING,0
"Week 28 Day 197",2749,ON_TREATMENT,BASELINE,16934400
"Cycle 1 Day 3",2740,ON_TREATMENT,CYCLE_1,172800
"Q8W Week 57",2736,ON_TREATMENT,BASELINE,34473600
"C2D22",2735,ON_TREATMENT,CYCLE_2,1814400
"Q8W Week 41",2731,ON_TREATMENT,BASELINE,24796800
"Visit 8 Week 60",2731,ON_TREATMENT,BASELINE,36288000
"D155",2730,ON_TREATMENT,BASELINE,13392000
"Cycle 02 Day 01",2728,ON_TREATMENT,CYCLE_2,0
"Visit 7",2725,ON_TREATMENT,,
"Visit 2 Day 1",2689,ON_TREATMENT,,
"Screening Day -7",2680,SCREENING,SCREENING,0
"Week 80",2674,ON_TREATMENT,BASELINE,48384000
"Screening Biopsy",2668,SCREENING,SCREENING,0
"V17ADDC1W120",2666,ON_TREATMENT,BASELINE,72576000
"Cycle 14 Day 1",2662,ON_TREATMENT,CYCLE_14,0
"WK 39",2657,ON_TREATMENT,BASELINE,23587200
"CYCLE3_DAY1",2651,ON_TREATMENT,CYCLE_3,0
"Screening archival",2648,SCREENING,SCREENING,0
"Baseline Day -7 to -1",2645,BASELINE,BASELINE,0
"W182",2643,ON_TREATMENT,BASELINE,110073600
"Visit 10 Week 84",2622,ON_TREATMENT,BASELINE,50803200
"DAYMINUS7",2613,,,
"W96",2608,ON_TREATMENT,BASELINE,58060800
"C1D1A",2595,ON_TREATMENT,CYCLE_1,0
"Cycle 32 Day 1",2593,ON_TREATMENT,CYCLE_32,0
"Week 20 Day 140",2584,ON_TREATMENT,BASELINE,12096000
"WEEK12",2575,ON_TREATMENT,BASELINE,7257600
"W13",2564,ON_TREATMENT,BASELINE,7862400
"RE_TX_DAY1",2549,,,
"Week 132",2548,ON_TREATMENT,BASELINE,79833600
"Safety Follow Up Visit 1",2544,FOLLOW_UP,,
"Week 4 (Day 28)",2536,ON_TREATMENT,BASELINE,2419200
"36 Months",2530,ON_TREATMENT,BASELINE,93312000
"V12",2529,ON_TREATMENT,,
"WK 52B",2526,ON_TREATMENT,BASELINE,31449600
"Screening/ Baseline",2517,SCREENING,SCREENING,0
"Week 65",2512,ON_TREATMENT,BASELINE,39312000
"Y1",2497,,,
"BL2",2492,,,
"C1D4",2487,ON_TREATMENT,CYCLE_1,259200
"SFU4",2483,FOLLOW_UP,,
"C1D3",2455,ON_TREATMENT,CYCLE_1,172800
"RC1D1",2448,ON_TREATMENT,CYCLE_1,0
"Week 3 Visit 4",2442,ON_TREATMENT,BASELINE,1814400
"Day 56",2435,ON_TREATMENT,BASELINE,4838400
"Visit 6 Week 48",2421,ON_TREATMENT,BASELINE,29030400
"Week 30 Visit 11",2415,ON_TREATMENT,BASELINE,18144000
"Week 52 / Early Term",2411,ON_TREATMENT,BASELINE,31449600
"OPTIONAL DNA",2407,,,
"Week 14 Visit 7",2405,ON_TREATMENT,BASELINE,8467200
"EARLY_TERM",2405,,,
"RT 3 DAY 1",2401,ON_TREATMENT,CYCLE_3,0
"Q16W Week 49",2400,ON_TREATMENT,BASELINE,29635200
"Week 64",2388,ON_TREATMENT,BASELINE,38707200
"End of Cycle 3 (Weeks 9)",2386,,,
"Visit 41 Week 334",2379,ON_TREATMENT,BASELINE,202003200
"DBT Week 192",2379,ON_TREATMENT,BASELINE,116121600
"Q16W Week 17",2369,ON_TREATMENT,BASELINE,10281600
"CYCLE 2 DAY 1",2365,ON_TREATMENT,CYCLE_2,0
"Q8W Week 73",2364,ON_TREATMENT,BASELINE,44150400
"WEEK 96",2356,ON_TREATMENT,BASELINE,58060800
"Study Drug Completion",2355,,,
"Week 50",2352,ON_TREATMENT,BASELINE,30240000
"Every 12 Weeks W84",2351,ON_TREATMENT,BASELINE,50803200
"DAY 22",2343,ON_TREATMENT,BASELINE,1900800
"M12",2340,,,
"Pre Surgery",2339,PROCEDURE,,
"Week 52 Day 365 End of Treatment",2338,END_OF_TREATMENT,,
"Every 12 Weeks W60",2333,ON_TREATMENT,BASELINE,36288000
"Follow Up Week 76",2325,FOLLOW_UP,END_OF_TREATMENT,45964800
"D1OLEC01",2317,ON_TREATMENT,BASELINE,86400
"Visit 8 Week 96",2309,ON_TREATMENT,BASELINE,58060800
"Q8W Week 9",2305,ON_TREATMENT,BASELINE,5443200
"Visit 3 Day 1",2302,ON_TREATMENT,,
"DAY 4",2301,ON_TREATMENT,BASELINE,345600
"Long Term Extension Year 2",2300,ON_TREATMENT,BASELINE,63072000
"Week 13 Day 85",2296,ON_TREATMENT,BASELINE,7862400
"WK8",2273,ON_TREATMENT,BASELINE,4838400
"Week 5 Day 29",2268,ON_TREATMENT,BASELINE,3024000
"TDISCB",2237,,,
"STUDY DRUG DISCONTINUATION",2230,END_OF_TREATMENT,,
"Double Blinded Week 0",2222,ON_TREATMENT,BASELINE,0
"DAY252",2220,ON_TREATMENT,BASELINE,21772800
"Cohort X Screening",2219,SCREENING,SCREENING,0
"D6",2200,ON_TREATMENT,BASELINE,518400
"BRAF Screening Test - Archival",2193,SCREENING,SCREENING,0
"Week 145",2191,ON_TREATMENT,BASELINE,87696000
"DAY364",2191,ON_TREATMENT,BASELINE,31449600
"Screening Day -28",2187,SCREENING,SCREENING,0
"OLE Week 0",2186,ON_TREATMENT,BASELINE,0
"Week 25 Day 169",2172,ON_TREATMENT,BASELINE,15120000
"W25",2166,ON_TREATMENT,BASELINE,15120000
"Week 121",2156,ON_TREATMENT,BASELINE,73180800
"Visit 9 Day 1",2145,ON_TREATMENT,,
"Follow Up Week 104",2142,FOLLOW_UP,END_OF_TREATMENT,62899200
"5",2140,,,
"WEEK0",2134,ON_TREATMENT,BASELINE,0
"Cycle 1 Day 11",2133,ON_TREATMENT,CYCLE_1,864000
"Week 62",2131,ON_TREATMENT,BASELINE,37497600
"Double Blinded Week 12",2129,ON_TREATMENT,BASELINE,7257600
"DAY 2",2128,ON_TREATMENT,BASELINE,172800
"WEEK 0",2101,BASELINE,BASELINE,0
"Long Term Extension Year 4",2095,ON_TREATMENT,BASELINE,126144000
"OLE Week 12",2080,ON_TREATMENT,BASELINE,7257600
"PD",2078,DISEASE_PROGRESSION,,
"Screening Baseline, fresh tissue",2074,SCREENING,SCREENING,0
"Visit 4 Day 1",2064,ON_TREATMENT,,
"Tumor Response",2060,,,
"Close-Out Visit",2049,,,
"Atezo+Cabo C1D1",2043,ON_TREATMENT,CYCLE_1,0
"Prior to Cycle 4",2042,,,
"OL Day 1 RT1D1",2040,,,
"D14",2023,ON_TREATMENT,BASELINE,1209600
"Week 88",2016,ON_TREATMENT,BASELINE,53222400
"Day 168",2013,ON_TREATMENT,BASELINE,14515200
"Visit 43 Week 358",2011,ON_TREATMENT,BASELINE,216518400
"Week 133",2008,ON_TREATMENT,BASELINE,80438400
"D1OLEC03",2001,ON_TREATMENT,BASELINE,86400
"Long Term Follow-up Month 3",1997,FOLLOW_UP,END_OF_TREATMENT,7776000
"C2D8",1990,ON_TREATMENT,CYCLE_2,604800
"Q16W Week 33",1988,ON_TREATMENT,BASELINE,19958400
"C9D1",1983,ON_TREATMENT,CYCLE_9,0
"Week 157",1981,ON_TREATMENT,BASELINE,94953600
"M24",1978,,,
"D1OLEC05",1976,ON_TREATMENT,BASELINE,86400
"END",1964,,,
"Unscheduled/Retest",1939,UNSCHEDULED,,
"Long Term Follow-up Month 6",1938,FOLLOW_UP,END_OF_TREATMENT,15552000
"Screening/Baseline",1934,SCREENING,SCREENING,0
"SCREENING VISIT 1",1932,SCREENING,SCREENING,0
"Visit 0 Week -2 Screening",1932,SCREENING,SCREENING,0
"Week 156",1932,ON_TREATMENT,BASELINE,94348800
"Screening / Baseline",1928,SCREENING,SCREENING,0
"D9",1919,ON_TREATMENT,BASELINE,777600
"D30",1917,ON_TREATMENT,BASELINE,2592000
"CSF Day 1",1912,,,
"SERUM 01 008",1911,,,
"Cycle 0 Day 15",1909,ON_TREATMENT,CYCLE_0,1209600
"Y2",1908,,,
"Month 3 Follow Up",1903,FOLLOW_UP,END_OF_TREATMENT,7776000
"Cycle 40 Day 1",1901,ON_TREATMENT,CYCLE_40,0
"BIOPB",1900,,,
"Z1",1883,,,
"C2D15",1876,ON_TREATMENT,CYCLE_2,1209600
"Week 28 Day 196",1875,ON_TREATMENT,BASELINE,16934400
"Week 72 Day 504 End of Study",1872,END_OF_TREATMENT,,
"Day1/Week 0",1854,ON_TREATMENT,BASELINE,0
"Ext Week 12 (Day 84)",1850,ON_TREATMENT,BASELINE,7257600
"DBT Screening",1848,SCREENING,SCREENING,0
"Withdrawal from Treatment",1845,END_OF_TREATMENT,,
"Safety Follow Up",1843,FOLLOW_UP,,
"UNSHCED VISIT 1",1835,,,
"Cycle 21 Day 1",1824,ON_TREATMENT,CYCLE_21,0
"Visit 45 Week 382",1821,ON_TREATMENT,BASELINE,231033600
"EOS/ET",1817,,,
"Week 26",1814,ON_TREATMENT,BASELINE,15724800
"Week 60 Day 421",1814,ON_TREATMENT,BASELINE,36288000
"D36",1811,ON_TREATMENT,BASELINE,3110400
"W336",1808,ON_TREATMENT,BASELINE,203212800
"Week 68",1807,ON_TREATMENT,BASELINE,41126400
"C1 Day 1",1806,ON_TREATMENT,CYCLE_1,0
"12 Month Post Treatment",1801,FOLLOW_UP,,
"Month 6 Follow Up",1797,FOLLOW_UP,END_OF_TREATMENT,15552000
"Visit 7 Week 24",1797,ON_TREATMENT,BASELINE,14515200
"Q16W Week 65",1797,ON_TREATMENT,BASELINE,39312000
"Day4 Day8",1792,ON_TREATMENT,BASELINE,345600
"C4",1780,ON_TREATMENT,CYCLE_4,0
"Long Term Extension Year 1",1780,ON_TREATMENT,BASELINE,31536000
"6 Month Post Treatment",1774,FOLLOW_UP,,
"Cycle 1 Day 16",1774,ON_TREATMENT,CYCLE_1,1296000
"W32",1772,ON_TREATMENT,BASELINE,19353600
"DAY 64",1764,ON_TREATMENT,BASELINE,5529600
"C1D1 Induction Phase",1762,ON_TREATMENT,CYCLE_1,0
"Cycle 2 Visit 1",1755,ON_TREATMENT,CYCLE_2,0
"C24D1",1755,ON_TREATMENT,CYCLE_24,0
"MAD Visit 2 Day 1",1749,,,
"Cycle 6 Visit 1",1749,ON_TREATMENT,CYCLE_6,0
"MONTH 12",1746,ON_TREATMENT,BASELINE,31104000
"24 Month Post Treatment",1743,FOLLOW_UP,,
"Every 12 Weeks W72",1742,ON_TREATMENT,BASELINE,43545600
"Archival, Fresh",1739,ARCHIVAL,,
"Every 12 Weeks W96",1732,ON_TREATMENT,BASELINE,58060800
"R9",1726,,,
"WK20",1723,ON_TREATMENT,BASELINE,12096000
"Long Term Follow-up Month 12",1715,FOLLOW_UP,END_OF_TREATMENT,31104000
"CYCLE4_DAY1",1710,ON_TREATMENT,CYCLE_4,0
"Optional DNA",1705,,,
"Adjuvant Cycle 1 Day 1",1705,ON_TREATMENT,CYCLE_1,0
"DAY546",1703,ON_TREATMENT,BASELINE,47174400
"MGB Biobank sample collection",1701,,,
"Screening Visit 2",1697,SCREENING,SCREENING,0
"Week 24 Day 169",1696,ON_TREATMENT,BASELINE,14515200
"18 Month Post Treatment",1695,FOLLOW_UP,,
"Cycle 01 Day 15",1687,ON_TREATMENT,CYCLE_1,1209600
"Follow Up Day 127",1685,FOLLOW_UP,,
"Day -2",1684,ON_TREATMENT,BASELINE,172800
"Cycle 3 Visit 1",1682,ON_TREATMENT,CYCLE_3,0
"Week 6 Day 42",1672,ON_TREATMENT,BASELINE,3628800
"Hospital Discharge",1670,,,
"Visit 9",1667,ON_TREATMENT,,
"Visit 2 Week 4",1660,ON_TREATMENT,BASELINE,2419200
"S1",1659,,,
"Month 16",1659,ON_TREATMENT,BASELINE,41472000
"CYCLE2",1652,ON_TREATMENT,CYCLE_2,0
"Long Term Follow-up Month 9",1651,FOLLOW_UP,END_OF_TREATMENT,23328000
"Cycle 4 Visit 1",1651,ON_TREATMENT,CYCLE_4,0
"SAFETY_FU_WEEK24",1647,FOLLOW_UP,,
"WEEK24",1647,ON_TREATMENT,BASELINE,14515200
"Q16W Week 81",1643,ON_TREATMENT,BASELINE,48988800
"Visit 11",1636,ON_TREATMENT,,
"8 Weeks Post Safety Follow-Up",1634,FOLLOW_UP,,
"TREATMENT DISCONTINU",1631,ON_TREATMENT,,
"Baseline Visit 1",1630,BASELINE,BASELINE,0
"End of Cycle 6 (Weeks 18)",1628,,,
"Optl FRESH Lumbar Puncture & Blood",1625,PROCEDURE,,
"WK92",1624,ON_TREATMENT,BASELINE,55641600
"Week 9 Day 57",1620,ON_TREATMENT,BASELINE,5443200
"Inclusion",1617,,,
"Day 17",1615,ON_TREATMENT,BASELINE,1468800
"Visit 11 Week 192",1615,ON_TREATMENT,BASELINE,116121600
"Cycle 2/Day 0",1615,ON_TREATMENT,CYCLE_2,-86400
"Day 169",1613,ON_TREATMENT,BASELINE,14601600
"PD1 DAY 1",1613,,,
"Day 197",1612,ON_TREATMENT,BASELINE,17020800
"C4D1B",1610,ON_TREATMENT,CYCLE_4,0
"End of Treatment Week 4 Day 28",1596,END_OF_TREATMENT,,
"Month 20",1596,ON_TREATMENT,BASELINE,51840000
"CTCCAPC1D1",1596,ON_TREATMENT,CYCLE_1,0
"C1D9",1594,ON_TREATMENT,CYCLE_1,691200
"Long Term Extension Year 3",1591,ON_TREATMENT,BASELINE,94608000
"Day 42",1589,ON_TREATMENT,BASELINE,3628800
"W49IV",1586,ON_TREATMENT,BASELINE,29635200
"OLE Week 4",1585,ON_TREATMENT,BASELINE,2419200
"Blood draw T0",1578,,,
"Month 12 Follow Up",1578,FOLLOW_UP,END_OF_TREATMENT,31104000
"Day 13",1577,ON_TREATMENT,BASELINE,1123200
"Recurrence",1570,DISEASE_PROGRESSION,,
"120 Days Follow-up",1570,FOLLOW_UP,,
"Cycle 19 Day 1",1567,ON_TREATMENT,CYCLE_19,0
"WEEK_32",1566,ON_TREATMENT,BASELINE,19353600
"WEEK 1",1563,ON_TREATMENT,BASELINE,604800
"Q8W Week 113",1561,ON_TREATMENT,BASELINE,68342400
"W73",1560,ON_TREATMENT,BASELINE,44150400
"P1 Day 1",1557,,,
"TC",1555,,,
"WEEK 26",1550,ON_TREATMENT,BASELINE,15724800
"Q8W Week 97",1546,ON_TREATMENT,BASELINE,58665600
"Day -3",1544,ON_TREATMENT,BASELINE,259200
"ARIA",1544,,,
"Screening MRD",1539,SCREENING,SCREENING,0
"W36",1536,ON_TREATMENT,BASELINE,21772800
"SAFETY_FU_WEEK48",1535,FOLLOW_UP,,
"Subsequent Maintenance Restage",1532,,,
"Visit 47 Week 406",1527,ON_TREATMENT,BASELINE,245548800
"Cycle 2 Day 9",1521,ON_TREATMENT,CYCLE_2,691200
"Final Visit",1520,,,
"WK16",1516,ON_TREATMENT,BASELINE,9676800
"Double Blinded Week 4",1515,ON_TREATMENT,BASELINE,2419200
"OLE Week 24",1514,ON_TREATMENT,BASELINE,14515200
"Day 36",1513,ON_TREATMENT,BASELINE,3110400
"Week 22",1511,ON_TREATMENT,BASELINE,13305600
"Treatment Completion/ET",1509,END_OF_TREATMENT,,
"W25SC",1508,ON_TREATMENT,BASELINE,15120000
"Visit 1 (Baseline)",1504,BASELINE,BASELINE,0
"Safety Follow Up Week 24",1499,FOLLOW_UP,END_OF_TREATMENT,14515200
"SERUM 01 010",1497,,,
"Day 63",1494,ON_TREATMENT,BASELINE,5443200
"Week 16 Day 113 End of Treatment",1493,END_OF_TREATMENT,,
"On-Study",1493,,,
"V11C4W72",1493,ON_TREATMENT,BASELINE,43545600
"Cycle 48 Day 1",1493,ON_TREATMENT,CYCLE_48,0
"V02",1492,ON_TREATMENT,,
"WEEK4",1488,ON_TREATMENT,BASELINE,2419200
"Atezo+Cabo C3 & 4 D1",1485,,,
"Week 20 Day 141",1474,ON_TREATMENT,BASELINE,12096000
"Treatment Discontinued",1473,ON_TREATMENT,,
"D11",1471,ON_TREATMENT,BASELINE,950400
"PD2 DAY 8",1467,,,
"UNSCHDBIO",1465,UNSCHEDULED,,
"Day 1 Additional Treatment Cycle 2",1464,ON_TREATMENT,BASELINE,86400
"Baseline/Day 1",1463,BASELINE,BASELINE,0
"CSF WK 52",1458,ON_TREATMENT,BASELINE,31449600
"Day 18",1456,ON_TREATMENT,BASELINE,1555200
"Week 12 Follow Up",1455,FOLLOW_UP,END_OF_TREATMENT,7257600
"Week 48 Day 337",1454,ON_TREATMENT,BASELINE,29030400
"Double Blinded Week 2",1451,ON_TREATMENT,BASELINE,1209600
"WEEK1",1447,ON_TREATMENT,BASELINE,604800
"120 Days after last dose",1437,ON_TREATMENT,,
"Cycle 04 Day 01",1436,ON_TREATMENT,CYCLE_4,0
"C8D1 & Every 8 Cycles",1436,ON_TREATMENT,CYCLE_8,0
"M6",1436,,,
"End of Cycle 9 (Weeks 27)",1435,,,
"Week 241",1434,ON_TREATMENT,BASELINE,145756800
"DAY 42",1433,ON_TREATMENT,BASELINE,3628800
"Double Blinded Week 8",1432,ON_TREATMENT,BASELINE,4838400
"WEEK 88",1426,ON_TREATMENT,BASELINE,53222400
"Cycle 1 Day 1 D",1425,ON_TREATMENT,CYCLE_1,0
"EOS Visit",1422,,,
"C15D1",1422,ON_TREATMENT,CYCLE_15,0
"Post-Discharge Day 28",1418,,,
"Week 217",1417,ON_TREATMENT,BASELINE,131241600
"D1OLEC06",1417,ON_TREATMENT,BASELINE,86400
"C1D2A",1414,ON_TREATMENT,CYCLE_1,86400
"Visit 10 Week 144",1413,ON_TREATMENT,BASELINE,87091200
"Q8W Week 89",1412,ON_TREATMENT,BASELINE,53827200
"MAD Visit 12 Day 85",1410,,,
"Induction Treatment Week 0",1410,ON_TREATMENT,BASELINE,0
"DBT Week 60",1408,ON_TREATMENT,BASELINE,36288000
"SCRN3",1406,SCREENING,SCREENING,0
"C32D1",1406,ON_TREATMENT,CYCLE_32,0
"DAY 14",1401,ON_TREATMENT,BASELINE,1209600
"D1OLEC02",1396,ON_TREATMENT,BASELINE,86400
"Day 253",1393,ON_TREATMENT,BASELINE,21859200
"MONTH36",1393,ON_TREATMENT,BASELINE,93312000
"Period 2 Day 1",1392,ON_TREATMENT,,
"D1OLEC07",1385,ON_TREATMENT,BASELINE,86400
"Cycle 4 Day 8",1382,ON_TREATMENT,CYCLE_4,604800
"C13D1",1367,ON_TREATMENT,CYCLE_13,0
"C11D1",1366,ON_TREATMENT,CYCLE_11,0
"Week 36 Day 253",1366,ON_TREATMENT,BASELINE,21772800
"TP1",1361,,,
"Month 36 Follow Up",1359,FOLLOW_UP,END_OF_TREATMENT,93312000
"D60 STUDY COMPLETION ED",1358,END_OF_TREATMENT,,
"PENRL",1357,,,
"Fresh Baseline",1351,BASELINE,BASELINE,0
"Cycle 2",1347,ON_TREATMENT,CYCLE_2,0
"Cycle 1 Day 10",1346,ON_TREATMENT,CYCLE_1,777600
"3_MONTH_POST",1344,ON_TREATMENT,BASELINE,7776000
"COVID-19 Vaccine",1344,,,
"SCNG",1342,,,
"Screening - Baseline",1338,SCREENING,SCREENING,0
"Week 48 / Early Termination",1338,END_OF_TREATMENT,,
"Week 169",1337,ON_TREATMENT,BASELINE,102211200
"Week 52 Day 365",1332,ON_TREATMENT,BASELINE,31449600
"Part 2 Day 1",1329,,,
"Primary Response Assessment",1329,,,
"Week 32 Day 224",1325,ON_TREATMENT,BASELINE,19353600
"Cycle 3 Day 2",1324,ON_TREATMENT,CYCLE_3,86400
"Week 193",1324,ON_TREATMENT,BASELINE,116726400
"CYCLE5_DAY1",1322,ON_TREATMENT,CYCLE_5,0
"DAY455",1318,ON_TREATMENT,BASELINE,39312000
"Day 78",1315,ON_TREATMENT,BASELINE,6739200
"Week 21 Day 141",1314,ON_TREATMENT,BASELINE,12700800
"DAY 113",1311,ON_TREATMENT,BASELINE,9763200
"6_MONTH_POST",1309,ON_TREATMENT,BASELINE,15552000
"12M",1307,,,
"Visit 1 Week 0",1303,ON_TREATMENT,BASELINE,0
"End of Cycle 12 (Weeks 36)",1301,,,
"Double Blinded Week 20",1299,ON_TREATMENT,BASELINE,12096000
"6 Weeks",1297,,,
"Follow Up Week 24 Day 168",1294,FOLLOW_UP,END_OF_TREATMENT,14515200
"Cycle 10 Visit 1",1289,ON_TREATMENT,CYCLE_10,0
"Day 64",1287,ON_TREATMENT,BASELINE,5529600
"MIBCSCRN",1287,,,
"WEEK 3",1286,ON_TREATMENT,BASELINE,1814400
"Adjuvant Cycle 6 Day 1",1284,ON_TREATMENT,CYCLE_6,0
"Visit 8",1280,ON_TREATMENT,,
"DAY 36",1279,ON_TREATMENT,BASELINE,3110400
"W6",1279,ON_TREATMENT,BASELINE,3628800
"CYCLE3",1276,ON_TREATMENT,CYCLE_3,0
"Week 62 Visit 29",1275,ON_TREATMENT,BASELINE,37497600
"D127",1269,ON_TREATMENT,BASELINE,10972800
"WEEK 56",1265,ON_TREATMENT,BASELINE,33868800
"PROG",1265,,,
"Week 104 Day 729",1263,ON_TREATMENT,BASELINE,62899200
"Week 79/Month 18",1262,ON_TREATMENT,BASELINE,47779200
"Week 53 Amendment D",1262,ON_TREATMENT,BASELINE,32054400
"Day 365",1261,ON_TREATMENT,BASELINE,31536000
"Step-up Dose 1",1260,ON_TREATMENT,,
"C10D1",1258,ON_TREATMENT,CYCLE_10,0
"Month 18 Follow Up",1253,FOLLOW_UP,END_OF_TREATMENT,46656000
"Double Blinded Week 16",1253,ON_TREATMENT,BASELINE,9676800
"Ext Week 16 (Day 112)",1250,ON_TREATMENT,BASELINE,9676800
"SERUM 01 009",1248,,,
"Day 421",1247,ON_TREATMENT,BASELINE,36374400
"MAD Visit 6 Day 29",1244,,,
"Follow Up Day 99",1238,FOLLOW_UP,,
"3 Weeks",1237,,,
"DAY29",1236,ON_TREATMENT,BASELINE,2505600
"CYCLE1_DAY8",1236,ON_TREATMENT,CYCLE_1,604800
"WK44",1234,ON_TREATMENT,BASELINE,26611200
"120 Days Follow Up",1232,FOLLOW_UP,,
"9001 Archival",1231,ARCHIVAL,,
"Period 2",1230,ON_TREATMENT,,
"Day 112",1227,ON_TREATMENT,BASELINE,9676800
"SCREENING/BASELINE",1227,SCREENING,SCREENING,0
"C3D1 PREDOSE",1225,ON_TREATMENT,CYCLE_3,0
"Screening /Baseline",1225,SCREENING,SCREENING,0
"Neoadjuvant Cycle 6 Day 1",1225,ON_TREATMENT,CYCLE_6,0
"Day 1 Part 5",1223,ON_TREATMENT,BASELINE,86400
"Day 309",1222,ON_TREATMENT,BASELINE,26697600
"D21",1213,ON_TREATMENT,BASELINE,1814400
"D64",1213,ON_TREATMENT,BASELINE,5529600
"MAD Visit 5 Day 15",1211,,,
"Month 24 Follow Up",1210,FOLLOW_UP,END_OF_TREATMENT,62208000
"Week 25-28",1208,ON_TREATMENT,BASELINE,15120000
"Week 40 Day 280",1195,ON_TREATMENT,BASELINE,24192000
"Period 3",1189,ON_TREATMENT,,
"12 Week Follow Up Week 104",1186,FOLLOW_UP,END_OF_TREATMENT,62899200
"Archival Tumor Sampling",1186,ARCHIVAL,,
"V04",1179,ON_TREATMENT,,
"DBT Week 36",1179,ON_TREATMENT,BASELINE,21772800
"Week 32 Day 225",1178,ON_TREATMENT,BASELINE,19353600
"UNSCHED",1177,UNSCHEDULED,,
"MAD Visit 9 Day 57",1175,,,
"PRETREATMENT",1174,ON_TREATMENT,,
"DAY 1 BASELINE (AMEN",1173,BASELINE,BASELINE,0
"OL Day 1 RT2D1",1171,,,
"Week 103/Month24",1171,ON_TREATMENT,BASELINE,62294400
"OLE Week 20",1168,ON_TREATMENT,BASELINE,12096000
"W234",1166,ON_TREATMENT,BASELINE,141523200
"FUW8",1166,ON_TREATMENT,BASELINE,4838400
"OLE Week 8",1166,ON_TREATMENT,BASELINE,4838400
"Cycle 3",1162,ON_TREATMENT,CYCLE_3,0
"DAY 6",1162,ON_TREATMENT,BASELINE,518400
"6 months",1159,ON_TREATMENT,BASELINE,15552000
"Week 17 Day 113",1157,ON_TREATMENT,BASELINE,10281600
"Month 9 Follow Up",1156,FOLLOW_UP,END_OF_TREATMENT,23328000
"Docetaxel C1D1",1155,ON_TREATMENT,CYCLE_1,0
"CSF WEEK 104 EXT",1154,ON_TREATMENT,BASELINE,62899200
"RESCEU_V1",1152,,,
"1st Visit after Vaccination",1149,,,
"Week 108 Visit 16",1148,ON_TREATMENT,BASELINE,65318400
"End of Cycle 15 (Weeks 45)",1147,,,
"Week 44 Day 308",1145,ON_TREATMENT,BASELINE,26611200
"Visit 8 Week 48",1144,ON_TREATMENT,BASELINE,29030400
"Treatment Day 1",1144,ON_TREATMENT,,
"C1D1S1",1144,ON_TREATMENT,CYCLE_1,0
"Cycle 1 Day 17",1144,ON_TREATMENT,CYCLE_1,1382400
"W180",1143,ON_TREATMENT,BASELINE,108864000
"3 Months",1143,ON_TREATMENT,BASELINE,7776000
"DAY29MD",1139,ON_TREATMENT,BASELINE,2505600
"Safety Follow Up Week 48",1136,FOLLOW_UP,END_OF_TREATMENT,29030400
"Resection or Disease Recurrence",1134,PROCEDURE,,
"Cycle 0 Day 1",1134,ON_TREATMENT,CYCLE_0,0
"12 Months",1131,ON_TREATMENT,BASELINE,31104000
"D78",1131,ON_TREATMENT,BASELINE,6739200
"CYCLE4",1129,ON_TREATMENT,CYCLE_4,0
"SB",1125,,,
"D99",1124,ON_TREATMENT,BASELINE,8553600
"SARS-COV2 Vaccine 2nd Visit after Vaccination",1122,,,
"Step-up Dose 2",1120,ON_TREATMENT,,
"RT1 DAY1",1112,ON_TREATMENT,CYCLE_1,0
"Study Completion Early Discontinuation",1108,END_OF_TREATMENT,,
"Visit 10 Week 36",1108,ON_TREATMENT,BASELINE,21772800
"2nd Visit after Vaccination",1105,,,
"Cycle 14 Visit 1",1105,ON_TREATMENT,CYCLE_14,0
"VISIT 2",1103,ON_TREATMENT,,
"Cycle 29 Day 1",1102,ON_TREATMENT,CYCLE_29,0
"Follow Up Week 12 Day 84",1102,FOLLOW_UP,END_OF_TREATMENT,7257600
