original_category,canonical_category,original_count
"treatment_agreement","treatment_agreement",1
"renal_therapy","renal_therapy",1
"disorder","disorder",1
"pancreatic_function","pancreatic_function",1
"thyroid_function","thyroid_function",1
"urinary_protein","urinary_protein",1
"obstetric_history","obstetric_history",1
"procedure_access","procedure_access",1
"diabetes_control","diabetes_control",1
"weight_history","weight_history",1
"secondary_obesity","secondary_obesity",1
"obesity_secondary","secondary_obesity",1
"diet_programs","diet_programs",1
"Genetic Alterations","Genetic Alterations",1
"Pregnancy Partner","Pregnancy Partner",1
"partner_pregnancy","Pregnancy Partner",1
"device_competency","device_competency",1
"treatment_stability","treatment_stability",1
"diagnosis_ncfb","diagnosis_ncfb",1
"clinical_laboratory","clinical_laboratory",1
"electrocardiogram","electrocardiogram",1
"ecg_interval","ecg_interval",1
"part_b_radiation","part_b_radiation",1
"ncfb_etiology","ncfb_etiology",1
"ncfb_exacerbation","ncfb_exacerbation",1
"copd_primary_driver","copd_primary_driver",1
"copd_exacerbation","copd_exacerbation",1
"asthma_copd_overlap","asthma_copd_overlap",1
"surgical_evaluation","surgical_evaluation",1
"infectious_disease_hiv","infectious_disease_hiv",1
"infectious_disease_hepatitis","infectious_disease_hepatitis",1
"hormonal_contraception","hormonal_contraception",1
"acetaminophen_use","acetaminophen_use",1
"gi_bleeding_risk","gi_bleeding_risk",1
"cns_neurological","cns_neurological",1
"age_geographic","age_geographic",1
"disability_scale","disability_scale",1
"ole_eligibility","ole_eligibility",1
"mri_imaging","mri_imaging",1
"neurological_comorbidity","neurological_comorbidity",1
"comorbid_neurological","neurological_comorbidity",1
"reproductive_intent","reproductive_intent",1
"immunocompromised_state","immunocompromised_state",1
"bleeding_hematologic","bleeding_hematologic",1
"medical_control","medical_control",1
"prior_hypersensitivity","prior_hypersensitivity",1
"functional_independence","functional_independence",1
"genetic_confirmation","genetic_confirmation",1
"prior_hgf_met_therapy","prior_hgf_met_therapy",1
"gi_abnormalities","gi_abnormalities",1
"benefit_assessment","benefit_assessment",1
"study_discontinuation","study_discontinuation",1
"commercially_available","commercially_available",1
"anticancer_treatment","anticancer_treatment",1
"atezolizumab_discontinuation","atezolizumab_discontinuation",1
"unresolved_toxicities","unresolved_toxicities",1
"ongoing_adverse_events","ongoing_adverse_events",1
"biosimilar","biosimilar",1
"mutation_therapy","mutation_therapy",1
"lab_direct_bilirubin","lab_direct_bilirubin",1
"lab_transaminases","lab_transaminases",1
"lab_alp","lab_alp",1
"lab_albumin","lab_albumin",1
"lab_inr_pt","lab_inr_pt",1
"lab_aptt","lab_aptt",1
"biopsy_consent","biopsy_consent",1
"hbv_test","hbv_test",1
"hcv_test","hcv_test",1
"metabolic_dysfunction","metabolic_dysfunction",1
"antibody_hypersensitivity","antibody_hypersensitivity",1
"hypersensitivity_antibodies","antibody_hypersensitivity",1
"hypersensitivity_antibody","antibody_hypersensitivity",1
"atezolizumab_hypersensitivity","atezolizumab_hypersensitivity",1
"concurrent_anticancer","concurrent_anticancer",1
"prior_cytotoxic_therapy","prior_cytotoxic_therapy",1
"braf_mek_inhibitors","braf_mek_inhibitors",1
"her2","her2",1
"organ","organ",1
"pharmacogenetic","pharmacogenetic",1
"syncope","syncope",1
"phlebotomy","phlebotomy",1
"hcv_viral_load","hcv_viral_load",1
"hcc","hcc",1
"hyperparathyroidism","hyperparathyroidism",1
"acute_renal_failure","acute_renal_failure",1
"prior_treatment_arm_b1","prior_treatment_arm_b1",1
"prior_treatment_arm_b2b1e3e","prior_treatment_arm_b2b1e3e",1
"prior_treatment_arm_b4e","prior_treatment_arm_b4e",1
"pomalidomide_prevention","pomalidomide_prevention",1
"contraception_arm_b_female","contraception_arm_b_female",1
"contraception_arm_b_male","contraception_arm_b_male",1
"diagnosis_arm_c1s","diagnosis_arm_c1s",1
"diagnosis_arm_c2s","diagnosis_arm_c2s",1
"contraception_arm_c_female","contraception_arm_c_female",1
"contraception_arm_c_male","contraception_arm_c_male",1
"prior_cevostamab","prior_cevostamab",1
"autologous_sct","autologous_sct",1
"allogeneic_sct","allogeneic_sct",1
"plasma_cell_count","plasma_cell_count",1
"vital_organ_lesions","vital_organ_lesions",1
"crs_icans_history","crs_icans_history",1
"hlh_history","hlh_history",1
"ebv_cmv_pcr","ebv_cmv_pcr",1
"pregnancy_arm_b","pregnancy_arm_b",1
"cardiovascular_arm_b","cardiovascular_arm_b",1
"imid_rash_history","imid_rash_history",1
"thromboprophylaxis","thromboprophylaxis",1
"pregnancy_arm_c","pregnancy_arm_c",1
"daratumumab_hypersensitivity","daratumumab_hypersensitivity",1
"qt_prolonging_agents","qt_prolonging_agents",1
"hbeag","hbeag",1
"alt","alt",1
"peginterferon_hypersensitivity","peginterferon_hypersensitivity",1
"commitment","commitment",1
"population_fontan_controls","population_fontan_controls",1
"population_ple_fontan","population_ple_fontan",1
"lab_hepatitis","lab_hepatitis",1
"organ_system_disease","organ_system_disease",1
"fertility_status","fertility_status",1
"organ_finding","organ_finding",1
"hematologic_disease","hematologic_disease",1
"pain_severity","pain_severity",1
"confounding_condition","confounding_condition",1
"safety_followup","safety_followup",1
"safety_monitoring","safety_monitoring",1
"cancer_status","cancer_status",1
"age_ethnicity","age_ethnicity",1
"body_mass","body_mass",1
"obesity","obesity",1
"diagnosis_stage","diagnosis_stage",1
"care","care",1
"immunotherapy_eligibility","immunotherapy_eligibility",1
"other_medical","other_medical",1
"gi_tract","gi_tract",1
"diabetic_ketoacidosis","diabetic_ketoacidosis",1
"insulin","insulin",1
"lipids","lipids",1
"anemia_risk","anemia_risk",1
"kidney_impairment","kidney_impairment",1
"clinical_trial_participation","clinical_trial_participation",1
"study_capacity","study_capacity",1
"physical_capacity","physical_capacity",1
"cognitive_history","cognitive_history",1
"coagulation_and_cardiac","coagulation_and_cardiac",1
"wound_and_ulcer","wound_and_ulcer",1
"fistula","fistula",1
"disease_free_interval","disease_free_interval",1
"acute_rejection","acute_rejection",1
"her2_status_and_disease","her2_status_and_disease",1
"prior_treatment_and_standard_options","prior_treatment_and_standard_options",1
"prior_her2_therapy","prior_her2_therapy",1
"disease_biomarker","disease_biomarker",1
"biomarker_disease","disease_biomarker",1
"secondary_disease","secondary_disease",1
"health","health",1
"endocrine_abiraterone","endocrine_abiraterone",1
"metabolic_ipatasertib","metabolic_ipatasertib",1
"gastrointestinal_ipatasertib","gastrointestinal_ipatasertib",1
"tumor_burden","tumor_burden",1
"autoimmune_treated","autoimmune_treated",1
"pain_effusion","pain_effusion",1
"age_and_treatment_status","age_and_treatment_status",1
"concurrent_trial_participation","concurrent_trial_participation",1
"iop_measurement","iop_measurement",1
"cup_to_disc_ratio","cup_to_disc_ratio",1
"visual_field","visual_field",1
"glaucoma_type","glaucoma_type",1
"applanation_tonometry","applanation_tonometry",1
"corneal_pathology","corneal_pathology",1
"uveitis_history","uveitis_history",1
"visual_risk","visual_risk",1
"refractive_surgery","refractive_surgery",1
"intraocular_surgery","intraocular_surgery",1
"study_staff","study_staff",1
"liver_function_ast_alt","liver_function_ast_alt",1
"ptt","ptt",1
"herbal_therapy","herbal_therapy",1
"cannabis","cannabis",1
"antiviral_treatment","antiviral_treatment",1
"liver_decompensation","liver_decompensation",1
"chronic_liver_disease","chronic_liver_disease",1
"pra","pra",1
"cold_ischemia_time","cold_ischemia_time",1
"peptic_ulcer","peptic_ulcer",1
"enrollment_timing","enrollment_timing",1
"biological_sampling","biological_sampling",1
"hemorrhage_risk","hemorrhage_risk",1
"targeted_therapy","targeted_therapy",1
"spleen","spleen",1
"metabolism","metabolism",1
"cmv_infection","cmv_infection",1
"prior_medication_washout","prior_medication_washout",1
"voe_frequency","voe_frequency",1
"pain_duration","pain_duration",1
"pain_etiology","pain_etiology",1
"pain_type","pain_type",1
"acute_complication","acute_complication",1
"infectious_history","infectious_history",1
"complement_deficiency","complement_deficiency",1
"resistance_mechanism","resistance_mechanism",1
"molecular_analysis","molecular_analysis",1
"washout_crizotinib","washout_crizotinib",1
"washout_chemotherapy","washout_chemotherapy",1
"washout_radiation","washout_radiation",1
"prior_alk_inhibitors","prior_alk_inhibitors",1
"cns_progression","cns_progression",1
"gender_and_contraception","gender_and_contraception",1
"health_status_healthy","health_status_healthy",1
"bmi_healthy","bmi_healthy",1
"smoking_healthy","smoking_healthy",1
"diagnosis_mdd","diagnosis_mdd",1
"bmi_mdd","bmi_mdd",1
"antidepressant_response_mdd","antidepressant_response_mdd",1
"cgi_severity_mdd","cgi_severity_mdd",1
"medication_stability_mdd","medication_stability_mdd",1
"illness_healthy","illness_healthy",1
"alcohol_consumption_healthy","alcohol_consumption_healthy",1
"antidepressant_therapy_mdd","antidepressant_therapy_mdd",1
"prior_treatment_mdd","prior_treatment_mdd",1
"smoking_mdd","smoking_mdd",1
"erosions","erosions",1
"data_availability","data_availability",1
"brain_metastases_treatment","brain_metastases_treatment",1
"prior_cancer_history","prior_cancer_history",1
"urinary","urinary",1
"acute_treatment","acute_treatment",1
"group1","group1",1
"group2","group2",1
"infection_liver","infection_liver",1
"immunological_history","immunological_history",1
"risk_group","risk_group",1
"legal_capacity","legal_capacity",1
"medical_suitability","medical_suitability",1
"sma_type_part1","sma_type_part1",1
"sma_type_part2","sma_type_part2",1
"prior_sma_treatment","prior_sma_treatment",1
"prior_cell_therapy","prior_cell_therapy",1
"genetic_metabolic","genetic_metabolic",1
"vaccine_allergy","vaccine_allergy",1
"dialysis","dialysis",1
"alcohol_abstinence","alcohol_abstinence",1
"drug_of_abuse","drug_of_abuse",1
"withdrawal_risk","withdrawal_risk",1
"recovery_from_surgery","recovery_from_surgery",1
"biopsy_surgery","biopsy_surgery",1
"immunologic_parameter","immunologic_parameter",1
"polypoidal_choroidal_vasculopathy","polypoidal_choroidal_vasculopathy",1
"retinal_history","retinal_history",1
"vitreomacular_traction","vitreomacular_traction",1
"aphakia","aphakia",1
"avastin_eligibility","avastin_eligibility",1
"hematologic_status","hematologic_status",1
"fluvoxamine","fluvoxamine",1
"enzyme_induction","enzyme_induction",1
"prior_pirfenidone","prior_pirfenidone",1
"liver_tests","liver_tests",1
"alcohol_caffeine","alcohol_caffeine",1
"food_restrictions","food_restrictions",1
"exercise","exercise",1
"device_experience","device_experience",1
"maturity","maturity",1
"food_interactions","food_interactions",1
"hormone_replacement","hormone_replacement",1
"cardiopulmonary_dysfunction","cardiopulmonary_dysfunction",1
"fibrosis","fibrosis",1
"response_status","response_status",1
"spinal_cord_disease","spinal_cord_disease",1
"physician_discretion","physician_discretion",1
"immune_disease","immune_disease",1
"prior_immunotherapy_toxicity","prior_immunotherapy_toxicity",1
"diagnosis_and_treatment","diagnosis_and_treatment",1
"recurrence_risk","recurrence_risk",1
"prior_tace","prior_tace",1
"hepatitis_coinfection","hepatitis_coinfection",1
"hepatitis_delta","hepatitis_delta",1
"prior_hcc_treatment","prior_hcc_treatment",1
"biopsy_timing","biopsy_timing",1
"diagnosis_and_prior_treatment","diagnosis_and_prior_treatment",1
"t_dm1_treatment","t_dm1_treatment",1
"prior_t_dm1","prior_t_dm1",1
"growth_hormone_history","growth_hormone_history",1
"hormone_deficiency","hormone_deficiency",1
"healthy_control_age","healthy_control_age",1
"endocrine_status","endocrine_status",1
"cardiovascular_risk","cardiovascular_risk",1
"sleep_disorder","sleep_disorder",1
"renal_replacement","renal_replacement",1
"physical_activity","physical_activity",1
"age_and_growth","age_and_growth",1
"concurrent_infection","concurrent_infection",1
"conflict","conflict",1
"fev1","fev1",1
"igg_level","igg_level",1
"xolair_therapy","xolair_therapy",1
"aspirin_induced_asthma","aspirin_induced_asthma",1
"other_illness","other_illness",1
"smbg_data","smbg_data",1
"smbg_frequency","smbg_frequency",1
"smartphone","smartphone",1
"device_compatibility","device_compatibility",1
"device_naive","device_naive",1
"insulin_pump","insulin_pump",1
"cgm","cgm",1
"significant_condition","significant_condition",1
"staff_relation","staff_relation",1
"therapy_line","therapy_line",1
"tissue_expander","tissue_expander",1
"staging_pt","staging_pt",1
"staging_pn","staging_pn",1
"surgical_margins","surgical_margins",1
"lymph_node_eval","lymph_node_eval",1
"er_analysis","er_analysis",1
"lvef","lvef",1
"inflammatory_cancer","inflammatory_cancer",1
"contralateral_cancer","contralateral_cancer",1
"ipsilateral_cancer","ipsilateral_cancer",1
"current_therapy","current_therapy",1
"hormonal_agents","hormonal_agents",1
"cva","cva",1
"pvd","pvd",1
"clinical_diagnosis","clinical_diagnosis",1
"hospital_admission","hospital_admission",1
"icu_status","icu_status",1
"spinal_injury","spinal_injury",1
"education","education",1
"alcohol consumption","alcohol consumption",1
"AIDS status","AIDS status",1
"sex and contraception","sex and contraception",1
"cognitive_score","cognitive_score",1
"suicidal_ideation","suicidal_ideation",1
"caffeine_intake","caffeine_intake",1
"prior_ad_therapy","prior_ad_therapy",1
"prior_therapy_response","prior_therapy_response",1
"bowel_resection","bowel_resection",1
"bowel_complications","bowel_complications",1
"prognostic_index","prognostic_index",1
"treatment_intent","treatment_intent",1
"employment","employment",1
"study_indication","study_indication",1
"capacity","capacity",1
"investigator_assessment","investigator_assessment",1
"procedure_type","procedure_type",1
"procedure_history","procedure_history",1
"prior_cabg","prior_cabg",1
"prior_treatment_adverse","prior_treatment_adverse",1
"ali_ards_cause","ali_ards_cause",1
"dnr_status","dnr_status",1
"urological_history","urological_history",1
"congenital_bleeding","congenital_bleeding",1
"head_trauma_cns","head_trauma_cns",1
"prior_antibody_treatment","prior_antibody_treatment",1
"terminal_illness","terminal_illness",1
"hemodynamics","hemodynamics",1
"cardiology","cardiology",1
"drug_response","drug_response",1
"laboratory_confirmation","laboratory_confirmation",1
"study_evaluations","study_evaluations",1
"shunting","shunting",1
"bmi_with_comorbidity","bmi_with_comorbidity",1
"obesity_surgery","obesity_surgery",1
"device_therapy","device_therapy",1
"guardian","guardian",1
"blood_disorder","blood_disorder",1
"care_setting","care_setting",1
"investigation","investigation",1
"hormone_level","hormone_level",1
"muscular","muscular",1
"age_or_performance","age_or_performance",1
"medical_stability","medical_stability",1
"inflammatory","inflammatory",1
"age_guardian","age_guardian",1
"neurologic_disorder","neurologic_disorder",1
"physical_examination","physical_examination",1
"ocular_acuity","ocular_acuity",1
"ocular_imaging","ocular_imaging",1
"ocular_disease_etiology","ocular_disease_etiology",1
"ocular_hemorrhage","ocular_hemorrhage",1
"cmv_severity","cmv_severity",1
"cmv_type","cmv_type",1
"trial_eligibility","trial_eligibility",1
"concomitant_investigational","concomitant_investigational",1
"gi_tolerance","gi_tolerance",1
"prior_prophylaxis","prior_prophylaxis",1
"nmibc_status","nmibc_status",1
"mibc_cisplatin_ineligibility","mibc_cisplatin_ineligibility",1
"hearing_loss","hearing_loss",1
"mibc_cisplatin_decline","mibc_cisplatin_decline",1
"lymphadenectomy","lymphadenectomy",1
"prior_intravesical_treatment","prior_intravesical_treatment",1
"prior_intravesical_chemo","prior_intravesical_chemo",1
"resolved_hbv","resolved_hbv",1
"flu_vaccine","flu_vaccine",1
"bladder_status","bladder_status",1
"cardiac_comorbidity","cardiac_comorbidity",1
"low_dose_corticosteroids","low_dose_corticosteroids",1
"disease_phenotype","disease_phenotype",1
"symptomatic_participants","symptomatic_participants",1
"asymptomatic_participants","asymptomatic_participants",1
"azole_use","azole_use",1
"lubricant_use","lubricant_use",1
"intravaginal_products","intravaginal_products",1
"other_autoimmune_disease","other_autoimmune_disease",1
"prior_joint_disease","prior_joint_disease",1
"peanut_allergy_spt","peanut_allergy_spt",1
"peanut_allergy_ige","peanut_allergy_ige",1
"peanut_allergy_challenge","peanut_allergy_challenge",1
"other_food_allergies","other_food_allergies",1
"other_food_spt","other_food_spt",1
"other_food_ige","other_food_ige",1
"other_food_challenge","other_food_challenge",1
"omalizumab_dosing","omalizumab_dosing",1
"study_location","study_location",1
"epinephrine_training","epinephrine_training",1
"placebo_symptoms","placebo_symptoms",1
"atopic_dermatitis","atopic_dermatitis",1
"eosinophilic_disease","eosinophilic_disease",1
"omalizumab_reaction","omalizumab_reaction",1
"antihistamine_washout","antihistamine_washout",1
"family_relation","family_relation",1
"ecog_exception","ecog_exception",1
"plasma_cell_leukemia","plasma_cell_leukemia",1
"skeletal_maturation","skeletal_maturation",1
"skeletal_maturity","skeletal_maturation",1
"kidney_disease_severity","kidney_disease_severity",1
"medication_dose","medication_dose",1
"clinical_trial_history","clinical_trial_history",1
"recent_event","recent_event",1
"visual_status","visual_status",1
"clinical_stability","clinical_stability",1
"body_metrics","body_metrics",1
"birth","birth",1
"score","score",1
"skeletal","skeletal",1
"sexual_health","sexual_health",1
"disease_interval","disease_interval",1
"severe_disease","severe_disease",1
"myelodysplastic_syndrome","myelodysplastic_syndrome",1
"ability_to_take_medication","ability_to_take_medication",1
"bowel","bowel",1
"historical_data","historical_data",1
"retinal_tears","retinal_tears",1
"prior_refractive_surgery","prior_refractive_surgery",1
"corneal_transplant","corneal_transplant",1
"atrial_fibrillation","atrial_fibrillation",1
"movement_disorder","movement_disorder",1
"substance_restriction","substance_restriction",1
"sun_exposure","sun_exposure",1
"activity_restriction","activity_restriction",1
"substance_history","substance_history",1
"treatment_capability","treatment_capability",1
"registration","registration",1
"liver_assessment","liver_assessment",1
"other_contraindication","other_contraindication",1
"no_exclusions","no_exclusions",1
"time_frame","time_frame",1
"microbiology","microbiology",1
"clinical_criterion","clinical_criterion",1
"survival_prognosis","survival_prognosis",1
"metastatic_status","metastatic_status",1
"neurological_history","neurological_history",1
"absorption_status","absorption_status",1
"tumor_complications","tumor_complications",1
"prior_breast_cancer","prior_breast_cancer",1
"biopsy_status","biopsy_status",1
"surgery_status","surgery_status",1
"lipid_status","lipid_status",1
"vaccine_status","vaccine_status",1
"general_fitness","general_fitness",1
"remission","remission",1
"stable_treatment","stable_treatment",1
"liver_inflammation","liver_inflammation",1
"corticosteroid_taper","corticosteroid_taper",1
"herpes_zoster","herpes_zoster",1
"corticosteroid_dose_too_low","corticosteroid_dose_too_low",1
"corticosteroid_dose_too_high","corticosteroid_dose_too_high",1
"immunosuppressant_dose","immunosuppressant_dose",1
"cell_depleting_therapy","cell_depleting_therapy",1
"Cell-Depleting Therapies","cell_depleting_therapy",1
"leukocyte_apheresis","leukocyte_apheresis",1
"mi_angina","mi_angina",1
"stroke_tia","stroke_tia",1
"intracranial_abscess","intracranial_abscess",1
"ipi","ipi",1
"transformed_lymphoma","transformed_lymphoma",1
"relapse_mri","relapse_mri",1
"progressive_ms","progressive_ms",1
"cns_disorder_cerebrovascular","cns_disorder_cerebrovascular",1
"cns_tumor","cns_tumor",1
"metabolic_myelopathy","metabolic_myelopathy",1
"cns_degenerative","cns_degenerative",1
"nmo_mog","nmo_mog",1
"other_autoimmune","other_autoimmune",1
"brain_spinal_trauma","brain_spinal_trauma",1
"vaccine_covid","vaccine_covid",1
"prior_tbi_transplant","prior_tbi_transplant",1
"prior_natalizumab_fingolimod","prior_natalizumab_fingolimod",1
"prior_aza_mmf_mtx","prior_aza_mmf_mtx",1
"prior_csa_cladribine","prior_csa_cladribine",1
"prior_mitoxantrone_alemtuzumab_cyclophosphamide","prior_mitoxantrone_alemtuzumab_cyclophosphamide",1
"dalfampridine","dalfampridine",1
"hepatitis_function","hepatitis_function",1
"platinum_prior_treatment","platinum_prior_treatment",1
"platinum_cycles","platinum_cycles",1
"adjuvant_platinum","adjuvant_platinum",1
"tumor_pain","tumor_pain",1
"body_fluid","body_fluid",1
"hbv_treatment","hbv_treatment",1
"anemia_type","anemia_type",1
"infectious_serology","infectious_serology",1
"diagnosis_cohortA","diagnosis_cohortA",1
"performance_status_cohortA","performance_status_cohortA",1
"diagnosis_cohortB","diagnosis_cohortB",1
"biomarker_cohortB","biomarker_cohortB",1
"treatment_cohortB","treatment_cohortB",1
"performance_status_cohortB","performance_status_cohortB",1
"comorbidity_cohortB","comorbidity_cohortB",1
"recent_bleeding","recent_bleeding",1
"medication_washout","medication_washout",1
"diagnosis_priority","diagnosis_priority",1
"recent_therapy","recent_therapy",1
"recent_cancer_therapy","recent_cancer_therapy",1
"future_medications","future_medications",1
"menopausal_status_phase1b","menopausal_status_phase1b",1
"endometrial","endometrial",1
"active_treatment","active_treatment",1
"cancer_extent","cancer_extent",1
"age_and_disease","age_and_disease",1
"biobanking","biobanking",1
"age_diagnosis_treatment","age_diagnosis_treatment",1
"household_contact","household_contact",1
"dose_escalation_histology","dose_escalation_histology",1
"dose_escalation_prior_therapy","dose_escalation_prior_therapy",1
"dose_escalation_relapsed","dose_escalation_relapsed",1
"expansion_histology_score","expansion_histology_score",1
"contraindication_chop","contraindication_chop",1
"prior_anthracycline","prior_anthracycline",1
"cardiovascular_pulmonary","cardiovascular_pulmonary",1
"ejection_fraction","ejection_fraction",1
"cyp3a4_inhibitors","cyp3a4_inhibitors",1
"dose_escalation_mantle_cell","dose_escalation_mantle_cell",1
"expansion_transformed_lymphoma","expansion_transformed_lymphoma",1
"expansion_prior_nhl_therapy","expansion_prior_nhl_therapy",1
"disease_activity_ipss_r","disease_activity_ipss_r",1
"prior_mds_therapy","prior_mds_therapy",1
"mds_subtype","mds_subtype",1
"tissue_type","tissue_type",1
"tissue_quantity","tissue_quantity",1
"tissue_preparation","tissue_preparation",1
"fixative","fixative",1
"parasitic_infection","parasitic_infection",1
"prior_omalizumab","prior_omalizumab",1
"ivig_plasmapheresis","ivig_plasmapheresis",1
"doxepin","doxepin",1
"h2_antihistamine","h2_antihistamine",1
"leukotriene_antagonist","leukotriene_antagonist",1
"h1_antihistamine_dose","h1_antihistamine_dose",1
"omalizumab_hypersensitivity","omalizumab_hypersensitivity",1
"pharmacogenomics","pharmacogenomics",1
"ancestry","ancestry",1
"medical_disorder","medical_disorder",1
"study_feasibility","study_feasibility",1
"bmi_type2dm","bmi_type2dm",1
"bmi_comorbidity","bmi_comorbidity",1
"type1dm","type1dm",1
"pancreas","pancreas",1
"clinical_benefit","clinical_benefit",1
"parent_protocol","parent_protocol",1
"concurrent_research","concurrent_research",1
"connectivity","connectivity",1
"device_wear","device_wear",1
"developmental","developmental",1
"weight_loss_program","weight_loss_program",1
"calcitonin","calcitonin",1
"cardiac_contraindication","cardiac_contraindication",1
"treatment_tolerance","treatment_tolerance",1
"emergency","emergency",1
"cdr_score","cdr_score",1
"mmse","mmse",1
"subgroup","subgroup",1
"lumbar_puncture","lumbar_puncture",1
"treatment_failure","treatment_failure",1
"risk_stratification","risk_stratification",1
"treatment_recommendation","treatment_recommendation",1
"Ocular - Non-study Eye","Ocular - Non-study Eye",1
"Study","Study",1
"nursing","nursing",1
"bone_density","bone_density",1
"bisphosphonate_contraindication","bisphosphonate_contraindication",1
"assessment_ability","assessment_ability",1
"concomitant_infection","concomitant_infection",1
"prior_infection_treatment","prior_infection_treatment",1
"kaposi_sarcoma","kaposi_sarcoma",1
"acyclovir_requirement","acyclovir_requirement",1
"prior_antiretroviral","prior_antiretroviral",1
"prior_experimental_drug","prior_experimental_drug",1
"nephrotoxic_hepatotoxic_drugs","nephrotoxic_hepatotoxic_drugs",1
"neuropathy_inducing_drugs","neuropathy_inducing_drugs",1
"porphyria","porphyria",1
"gilberts_syndrome","gilberts_syndrome",1
"body_surface_area","body_surface_area",1
"ostomy","ostomy",1
"vitreoretinal","vitreoretinal",1
"atrophy","atrophy",1
"cardiac_presentation","cardiac_presentation",1
"cardiac_timing","cardiac_timing",1
"cardiac_access","cardiac_access",1
"diagnosis_part_1a","diagnosis_part_1a",1
"diagnosis_parts_1bc_2_3","diagnosis_parts_1bc_2_3",1
"leukemia_bone_marrow","leukemia_bone_marrow",1
"leukemia_biopsy","leukemia_biopsy",1
"cns_primary","cns_primary",1
"cns_leukemia","cns_leukemia",1
"leukemia_subtype_apl","leukemia_subtype_apl",1
"leukemia_subtype_burkitt","leukemia_subtype_burkitt",1
"leukemia_subtype_tcell","leukemia_subtype_tcell",1
"prior_mdm2","prior_mdm2",1
"prior_venetoclax","prior_venetoclax",1
"prior_mibg","prior_mibg",1
"prior_hematopoietic_stem_cell","prior_hematopoietic_stem_cell",1
"prior_gvhd_therapy","prior_gvhd_therapy",1
"breast_cancer","breast_cancer",1
"prior_iv_bisphosphonate","prior_iv_bisphosphonate",1
"prior_oral_bisphosphonate","prior_oral_bisphosphonate",1
"performance_and_life_expectancy","performance_and_life_expectancy",1
"asthma_diagnosis","asthma_diagnosis",1
"asthma_therapy","asthma_therapy",1
"vocal_cord_dysfunction","vocal_cord_dysfunction",1
"prior_investigational_treatment","prior_investigational_treatment",1
"support_programs","support_programs",1
"treatment_willingness","treatment_willingness",1
"experimental_therapy","experimental_therapy",1
"pregnancy_status_women","pregnancy_status_women",1
"pregnancy_status_men","pregnancy_status_men",1
"pulmonary_conditions","pulmonary_conditions",1
"hbv_antiviral","hbv_antiviral",1
"immunotherapy_history","immunotherapy_history",1
"prior_chemotherapy_lines","prior_chemotherapy_lines",1
"bevacizumab_history","bevacizumab_history",1
"hgf_met_pathway","hgf_met_pathway",1
"gliadel_history","gliadel_history",1
"intracerebral_agents","intracerebral_agents",1
"palliative_needs","palliative_needs",1
"corticosteroid_status","corticosteroid_status",1
"gamma_knife","gamma_knife",1
"clinical_labs","clinical_labs",1
"disease_context","disease_context",1
"age_diagnosis","age_diagnosis",1
"relapse_history","relapse_history",1
"pulmonary_imaging","pulmonary_imaging",1
"antitumor_therapy","antitumor_therapy",1
"lymphoma_history","lymphoma_history",1
"general_illness","general_illness",1
"egfr_inhibitor","egfr_inhibitor",1
"staging_data","staging_data",1
"records","records",1
"caffeine","caffeine",1
"nsaid_intolerance","nsaid_intolerance",1
"caregiver_requirement","caregiver_requirement",1
"study_completion_ability","study_completion_ability",1
"sensory_acuity","sensory_acuity",1
"safety_discontinuation","safety_discontinuation",1
"aria_events","aria_events",1
"anticoagulant_use","anticoagulant_use",1
"ms_type","ms_type",1
"psychiatric_medical_illness","psychiatric_medical_illness",1
"mri_gadolinium","mri_gadolinium",1
"disease_modifying_therapy","disease_modifying_therapy",1
"screening_participation","screening_participation",1
"avastin_specific","avastin_specific",1
"Procedure/Disease Type","Procedure/Disease Type",1
"disease_stage_measurability","disease_stage_measurability",1
"organ_function_hematologic","organ_function_hematologic",1
"organ_function_renal","organ_function_renal",1
"organ_function_coagulation","organ_function_coagulation",1
"organ_function_hepatic","organ_function_hepatic",1
"prior_taxane","prior_taxane",1
"cardiac_ischemia","cardiac_ischemia",1
"peripheral_vascular","peripheral_vascular",1
"medication_status","medication_status",1
"allergy_sensitivity","allergy_sensitivity",1
"substudy_informed_consent","substudy_informed_consent",1
"substudy_duration","substudy_duration",1
"prohibited_therapy","prohibited_therapy",1
"Prohibited Therapies","prohibited_therapy",1
"prior_faricimab_or_brolucizumab","prior_faricimab_or_brolucizumab",1
"corneal_trauma","corneal_trauma",1
"corneal_imaging","corneal_imaging",1
"iridocorneal_endothelial_syndrome","iridocorneal_endothelial_syndrome",1
"pseudoexfoliation_syndrome","pseudoexfoliation_syndrome",1
"herpetic_keratitis","herpetic_keratitis",1
"intraocular_laser_therapy","intraocular_laser_therapy",1
"prior_eye_surgery","prior_eye_surgery",1
"intraocular_device","intraocular_device",1
"cataract_surgery_timing","cataract_surgery_timing",1
"rho_kinase_inhibitors","rho_kinase_inhibitors",1
"contact_lens_wear","contact_lens_wear",1
"corneal_transplantation","corneal_transplantation",1
"grade_3_follicular_lymphoma","grade_3_follicular_lymphoma",1
"adherence_ability","adherence_ability",1
"hematologic_parameters","hematologic_parameters",1
"antecedent_malignancy","antecedent_malignancy",1
"transfusion_refusal","transfusion_refusal",1
"prior_murine_antibody","prior_murine_antibody",1
"induction_chemotherapy","induction_chemotherapy",1
"bevacizumab_contraindication","bevacizumab_contraindication",1
"excessive_prior_chemotherapy","excessive_prior_chemotherapy",1
"dmard_therapy","dmard_therapy",1
"corticosteroid_stability","corticosteroid_stability",1
